STUDY_ID	SAMPLE_ID	NBN
laml_tcga_pan_can_atlas_2018	TCGA-AB-2989-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3008-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2863-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2844-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2955-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2897-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3012-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2837-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3006-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2990-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2865-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2878-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2886-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2825-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2954-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2932-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2861-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2877-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2854-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2965-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2983-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2871-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2858-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2833-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2831-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3002-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2807-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2934-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2940-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2909-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2815-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2945-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2973-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2905-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2816-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2922-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2868-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2813-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2889-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2988-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2829-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2901-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2841-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2859-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2999-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2845-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3009-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2896-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2920-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2914-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2950-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2977-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2930-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2956-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2985-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2864-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2802-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2855-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2918-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2821-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3005-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2893-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2912-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2994-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2936-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2963-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2935-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2804-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2870-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2908-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2882-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2839-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2944-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2875-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2843-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2967-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2904-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2981-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2835-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2916-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3000-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2992-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2812-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2972-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2900-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2938-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2894-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2942-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2884-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2828-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2998-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2946-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2927-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2890-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2827-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2892-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2810-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2824-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2860-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2847-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2976-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2986-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2866-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2984-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2924-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2978-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2910-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3011-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2913-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2822-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2957-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2806-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2931-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2952-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2906-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2853-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2805-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2966-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2838-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2874-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2857-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2980-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2834-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2993-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2939-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2949-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2842-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2899-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2808-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2872-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2885-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2895-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2933-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2943-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2921-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2876-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2869-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2911-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2851-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2818-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2996-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2929-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2830-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2814-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2846-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2979-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2880-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2848-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3001-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2820-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2926-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2970-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2823-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2867-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2917-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2826-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2862-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2836-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2974-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2987-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2991-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2856-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2959-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2907-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-3007-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2887-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2948-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2809-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2879-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2995-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2997-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2915-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2898-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2947-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2964-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2982-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2883-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2941-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2881-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2803-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2873-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2811-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2968-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2919-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2832-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2903-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2969-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2937-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2819-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2925-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2928-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2849-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2817-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2891-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2923-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2888-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2850-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2971-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2840-03	NA
laml_tcga_pan_can_atlas_2018	TCGA-AB-2975-03	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J1-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J2-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J3-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J4-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J5-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J6-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J7-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J8-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J9-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JA-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JB-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JC-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JD-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JE-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JF-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JG-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JH-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JI-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JJ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JK-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JL-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JM-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JO-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JP-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JQ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JR-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JS-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JT-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JU-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JV-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JW-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JX-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JY-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JZ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K0-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K1-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K2-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K3-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K4-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K5-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K6-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K8-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K9-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KB-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KO-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KP-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KQ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KS-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KT-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KU-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KV-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KW-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KX-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KY-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KZ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L1-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L2-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L3-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L4-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L5-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L6-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L8-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L9-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LA-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LB-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LC-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LD-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LE-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LF-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LG-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LH-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LI-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LJ-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LK-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LL-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LM-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LN-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LO-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LP-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LR-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LS-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LT-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OU-A5PI-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OF-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5OG-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OH-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PA-A5YG-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H8-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H9-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HA-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HB-01	NA
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HC-01	NA
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KO-01	1.9696
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KP-01	2.2679
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KQ-01	1.2026
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KR-01	1.1068
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KT-01	-0.9332
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KW-01	0.3193
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7M-01	3.1675
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7N-01	1.3827
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7O-01	1.944
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Q-01	1.573
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7R-01	1.1984
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7S-01	0.9874
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7W-01	-2.485
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Y-01	1.0537
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA80-01	3.6817
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA81-01	2.0107
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA82-01	-0.5918
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA83-01	-0.3704
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA84-01	5.0897
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA86-01	1.2393
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA87-01	0.9526
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA89-01	1.3969
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KI-01	-2.029
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KM-01	0.203
blca_tcga_pan_can_atlas_2018	TCGA-BL-A0C8-01	2.2689
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13I-01	1.4979
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13J-01	1.4239
blca_tcga_pan_can_atlas_2018	TCGA-BL-A3JM-01	1.2743
blca_tcga_pan_can_atlas_2018	TCGA-BL-A5ZZ-01	-0.4335
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0S7-01	1.1109
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0YX-01	0.4962
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20J-01	0.9828
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20N-01	1.1274
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20O-01	1.7115
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20P-01	-1.0154
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20Q-01	0.8821
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20R-01	0.6488
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20T-01	0.9671
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20U-01	0.5398
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20V-01	1.5748
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20W-01	2.6846
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20X-01	2.277
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LA-01	0.6157
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LB-01	0.0863
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LD-01	1.7393
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PH-01	1.6335
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PJ-01	2.9552
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PK-01	-0.3697
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42B-01	NA
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42C-01	0.3337
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42E-01	0.9012
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42F-01	-0.8173
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0EZ-01	-2.5938
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F0-01	1.9987
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F1-01	1.9431
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F6-01	2.9339
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F7-01	0.3674
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HR-01	0.7139
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HS-01	-0.4293
blca_tcga_pan_can_atlas_2018	TCGA-CF-A27C-01	0.1973
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MF-01	-2.3266
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MG-01	1.0791
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MH-01	0.0452
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MI-01	-0.4047
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47S-01	-0.478
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47T-01	-0.6515
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47V-01	-1.2078
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47W-01	-1.8157
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47X-01	4.2205
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47Y-01	-1.5453
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5U8-01	-0.2287
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5UA-01	-0.7121
blca_tcga_pan_can_atlas_2018	TCGA-CF-A7I0-01	1.0546
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HX-01	-2.2941
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HY-01	-1.4702
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FF-01	1.4035
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FH-01	0.555
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FL-01	0.042
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FM-01	0.4126
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YN-01	0.1031
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YO-01	1.0443
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YR-01	1.4416
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3KJ-01	0.4442
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3QU-01	3.2898
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3YL-01	-0.0284
blca_tcga_pan_can_atlas_2018	TCGA-CU-A5W6-01	0.2514
blca_tcga_pan_can_atlas_2018	TCGA-CU-A72E-01	-0.1188
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A3-01	1.1598
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A5-01	1.7269
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A6-01	4.9841
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A7-01	2.2912
